,word,number_of_word
6364,компьютерное,1
6365,пгт,1
2217,ветеринарных,1
6367,2024000451,1
6368,статусов,1
2215,ЦБ,1
6371,аналитическому,1
73,Интернету,1
6373,Петровского,1
2214,владельцем,1
6375,размещением,1
6376,серверы,1
6377,обновлениюадаптации,1
2213,медикоэкономического,1
6287,совместный,1
6285,КСПД,1
6411,КУМИ,1
6209,КонультантПлюс,1
6196,новымиизменившимися,1
6197,КГУП,1
6198,подчинения,1
843,Бюджетным,1
6200,УСТАНОВЛЕННОЙ,1
2271,АИСС,1
570,Декабристов,1
6204,Приоритет,1
2270,клиентское,1
2269,ККМ,1
6207,цены,1
6208,БТИ,1
6210,Jaypeedigital,1
6224,ПХД,1
6211,АХМР,1
6212,КроносПро,1
839,ВИСТАМЕД,1
445,Данных,1
86,Инталев,1
6216,ЖКХиБ,1
6217,Одноклассники,1
837,Больница,1
6219,УФК,1
2267,диспетчерскому,1
6221,предустановленной,1
2266,гУфы,1
6195,2023091419,1
2273,действующих,1
6193,почасовое,1
6192,Учёт,1
6167,Партизанского,1
2278,должникпо,1
6169,ИнтегРИСМТ,1
6170,цветному,1
851,информационо,1
6172,УСТАНОВЛЕННОГО,1
6173,УЧРЕЖДЕНИИ,1
6174,Special,1
90,солнце,1
6176,09012024года,1
2276,ОПУБЛИКОВАНИЮ,1
569,Эпидемиологии,1
2274,Саперный,1
6180,Охота,1
6181,Доброты,1
6182,функционирующие,1
6183,БАРСБюджет,1
6184,зз001600123,1
845,Информационного,1
844,426,1
6187,WEBсайт,1
6188,Лицензиата,1
6189,важных,1
6190,керосина,1
6191,конъюнктурного,1
2265,безотказной,1
836,Радиологической,1
828,онлайнкинотеатрах,1
2250,ПРАВА,1
6257,устных,1
84,Камызякском,1
6259,языков,1
6260,ЛИЦЕНЗИИ,1
6261,официальному,1
6262,Орбита,1
6263,актуальную,1
6264,предмету,1
6266,представительства,1
6267,МЕДИЦИНСКАЯ,1
6268,Москве,1
6269,центрах,1
6271,Радар,1
85,возникающих,1
6272,ЧатБот,1
6273,Сетевого,1
6274,Татищевская,1
6275,довольствию,1
1886,склада,1
2247,программногообеспечения,1
2246,Отрадненский,1
830,заявлений,1
6280,РАЗРАБОТКЕ,1
6281,СЕРВИСНОГО,1
6282,блоку,1
829,здравоохранению,1
6256,военных,1
2253,6992023,1
6254,ВМБуянова,1
6253,ELPUB,1
6227,фискализации,1
6228,творчества,1
5278,функциональности,1
2263,ПРОДУКТА,1
446,повышению,1
6233,Достоевского,1
833,отопление,1
6235,MCU,1
2260,активацию,1
6237,БГК,1
6238,наземного,1
6239,ДОГ,1
6240,Бюджетная,1
832,23ЭА194,1
6242,24111410012,1
6243,регистрировать,1
6244,2025г,1
6245,отчета,1
2258,модельного,1
2257,МЕДИКОСТРАХОВОГО,1
2256,предусмотренном,1
1884,Долговая,1
1885,справочноправовая,1
6251,минифутболу,1
6252,Констультант,1
6410,помещения,1
6413,Александровского,1
726,Межгосударственного,1
6590,ОАО,1
6577,Питание,1
6579,информационнообразовательной,1
6580,ленточных,1
54,1751902024В,1
6582,терминала,1
6583,Универсальная,1
53,торговлей,1
6585,ОМЛ,1
2146,Арбитражного,1
6587,12001024,1
6588,Алтайский,1
52,Можайского,1
6591,Техническим,1
6605,ТомьУсинской,1
2144,бригадами,1
6593,Интернетресурсах,1
6594,информационнотелекоммуникационных,1
6595,инженерных,1
747,бухгалтерии,1
6597,ЗАО,1
745,труду,1
6599,форматов,1
6600,унифицированном,1
6601,УФНС,1
743,Азовского,1
6603,2024001622,1
2149,вер50формуляры,1
2150,ценности,1
2151,Гуляев,1
6573,2ГИС,1
6543,площадей,1
6544,3PAR,1
6545,Дмитровского,1
755,Восток,1
753,инженерного,1
752,образовательными,1
751,Медохват,1
2162,210857КОказание,1
6552,тарифам,1
6553,программнотехнический,1
6554,метеорологических,1
1903,ЦТЗ,1
6558,филармония,1
6559,Абаканская,1
56,состоящего,1
6561,лечебных,1
6562,Таврического,1
6563,ЛЫСЬВЕНСКОГО,1
6565,АУП,1
2155,1С8БГУ,1
6567,Консультативнодиагностический,1
2154,Высокинский,1
6569,Hitachi,1
480,испытаниям,1
6572,FAS2750,1
6604,Райчихинская,1
6607,Интернетпортала,1
757,республиканском,1
6653,Росфинмониторинга,1
2129,Приуральского,1
6640,счетквитанций,1
6641,заказчиксопровождение,1
736,ФИЗ,1
6644,санитарной,1
2127,1СКолледж,1
6646,210208Приобретение,1
6647,научноорганизационных,1
450,210950ОКСервисное,1
6649,SecretNetStudio8бессрочная,1
2125,Медиум,1
2123,WIZARD,1
6654,интенсивности,1
2142,620662023ЭА3358,1
6655,текущее,1
6656,приложении,1
451,Рыбинской,1
2120,работникам,1
731,хранилищем,1
2119,механизмов,1
2118,видеоэкспозиции,1
730,работоспособного,1
6663,Информационновычислительные,1
2117,племенной,1
6665,Ленина,1
6666,теплоэнергетического,1
6638,Талдомского,1
738,поздравлений,1
6636,ЯНАО,1
2130,составных,1
6609,СпортЦентр,1
2141,ФЕРЗЛ,1
6611,ПРОпользователей,1
2140,Панелью,1
6613,которую,1
1906,УАТС,1
6615,Первое,1
6616,2024002468,1
6617,Специальной,1
2138,Челябинский,1
6619,Краевого,1
51,практике,1
6621,эквивалента,1
742,678,1
2137,аутсорсинговых,1
2135,бортового,1
6625,содержащее,1
6626,VNX,1
6627,общеобразовательная,1
2134,Репьевском,1
6629,Фармация,1
49,обрабатываемой,1
2132,ЯндексОблако,1
739,автоматизированные,1
2131,Территориальном,1
580,Точка,1
6540,сконвертованных,1
6414,пруда,1
6459,Баевский,1
6446,туристического,1
777,СООБЩЕНИЙ,1
2198,Функционал,1
776,Справочноправовую,1
6450,Волжская,1
6451,фасадах,1
67,ключевыми,1
6453,проектирования,1
1895,ПОМЦ,1
6456,Вязниковского,1
1896,архитектуры,1
6458,1Спредприятие,1
1898,строительстве,1
6475,МИСРИСТАР,1
6462,Уссурийского,1
6463,ViPNetсети,1
775,школыинтерната,1
6465,Этран,1
6466,Телемедицина,1
6467,ОРЦ22738ОРЦ23003,1
6468,1К24У,1
2191,конкурентные,1
2189,Инфопро,1
2188,налогам,1
774,ИНФОРМАЦИОННОКОНСУЛЬТАТИВНЫЕ,1
1900,заправка,1
6445,Роскомнадзора,1
6444,ккамер,1
6443,подачи,1
578,обработок,1
6415,стороны,1
6416,Вода,1
6418,236806ИТ,1
69,моря,1
6420,Солнышко,1
6421,денежными,1
68,слушаний,1
2203,Актанышского,1
6424,Онкологический,1
577,МДЛП,1
6426,МЭК,1
2202,Дорожное,1
6428,методологии,1
6429,бензина,1
6430,гОрел,1
2201,Контрольносчетной,1
2200,случаев,1
6433,стоимостью,1
782,содержащему,1
780,USB,1
6436,инвентаризации,1
6437,телеиили,1
6439,Постановлением,1
6440,Надзор,1
6441,Neon,1
2185,корректности,1
2184,производственнохозяйственной,1
2163,Садовоархитектурный,1
6524,постановке,1
6511,Юдина,1
6512,бухгалтерий,1
6513,ежедневного,1
2172,наблюдений,1
6515,гидрометеорологической,1
2171,Учрежденческой,1
2169,методических,1
6519,инцидентов,1
6520,блока,1
6521,ОБПОУ,1
6522,Электронному,1
6523,Правосудия,1
6525,животных,1
2183,Геоинформационная,1
2168,Оборудования,1
6527,Ферзиковского,1
6528,ОреховоЗуевского,1
6529,отображением,1
2167,психиатрическая,1
761,ИФТПС,1
6532,формировать,1
6533,ЦНИИ,1
6535,КаминРасчет,1
759,2023091720,1
2165,методологической,1
2164,ИЛИ,1
765,СергиевоПосадская,1
6509,Областного,1
6508,интеграционному,1
6507,Северодвинска,1
6478,заходов,1
65,ПУШКИНСКОГО,1
771,Москонтроль,1
6481,совместимых,1
2182,профилактике,1
770,УКС,1
6484,Информационноправовое,1
6486,январьдекабрь,1
768,МОСТРАНСАВТО,1
1901,АИИС,1
6489,интернетверсия,1
2179,равенства,1
6491,Знаменка,1
6492,опытного,1
6493,печатную,1
62,дорожнокоммунальной,1
767,обслуживаниюпрограммного,1
2178,Лист,1
6497,периодическим,1
6499,рассмотрению,1
2175,VIPNet,1
2174,системи,1
6503,информационнорасчетных,1
6504,Cервер,1
6505,краевой,1
2563,неразрывно,1
5216,Кармаскалинская,1
5277,сельских,1
1438,Амурском,1
3022,дедупликацией,1
3021,Кинотеатр,1
3932,Кыштымского,1
1695,ПДн,1
1698,Телефонной,1
294,149ФЗ,1
1699,Краевому,1
3937,вариант,1
3938,здоровья,1
3940,СтГМУ,1
3941,публичноправовой,1
376,аппаратнопрограммной,1
3944,РНЦХ,1
3928,webсайтов,1
3945,ДОРОЖНОЕ,1
1437,неисключительную,1
3947,Шиханский,1
3948,2023092767,1
1436,проектировщика,1
3950,Ирбейского,1
3951,устройстве,1
3952,Омниканальная,1
3953,210637,1
1435,1672512ЗЦ040723,1
3015,детском,1
3014,23ЭА208,1
1694,онлайнсервисов,1
3926,образовательные,1
3037,Перми,1
3910,Базовая,1
3898,предприятий,1
3036,перенесших,1
